SMILES,pKa_num,pKa_value
O[P](O)(=O)CC[P](O)(O)=O,4,"[1.5, 2.96, 7.5, 9.08]"
C1CN(CCN1)CCNCCN2CCNCC2,4,"[2.14, 8.06, 8.78, 9.52]"
C1CCNCCNCCNCCNCC1,4,"[1.6, 5.4, 8.95, 9.83]"
C1CCNCCCNCCNCCCNC1,4,"[3.42, 6.68, 9.57, 9.92]"
OC(=O)CN(CC(O)=O)c1cccc(c1)N(CC(O)=O)CC(O)=O,4,"[2.0, 2.86, 5.07, 5.8]"
OC(=O)CN(CC(O)=O)c1ccc(cc1)N(CC(O)=O)CC(O)=O,4,"[1.8, 2.85, 4.92, 6.06]"
NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@H](CC(O)=O)C(O)=O,4,"[2.71, 4.12, 7.42, 10.55]"
OC(=O)CC(NCCNC(CC(O)=O)C(O)=O)C(O)=O,4,"[2.95, 3.86, 6.84, 10.01]"
C[C@H](NC(=O)[C@H](C)NC(=O)[C@@H](N)CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,"[3.12, 3.26, 4.64, 8.0]"
OC(=O)CNCCNCC(O)=O,4,"[1.3, 2.12, 6.55, 9.61]"
CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN,4,"[8.32, 8.96, 9.55, 10.79]"
OC(=O)CNc1cc(C(O)=O)c(NCC(O)=O)cc1C(O)=O,4,"[2.32, 3.32, 4.26, 6.94]"
Cc1ccc(cc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,4,"[2.16, 3.0, 4.82, 6.58]"
C[C@H](N)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,"[3.14, 3.47, 4.63, 8.28]"
CC(=NO)C(CN(CC(O)=O)CC(O)=O)=NO,4,"[2.03, 8.23, 10.47, 12.2]"
CC(N)CC(C)(C)NCCNC(C)(C)CC(C)N,4,"[4.9, 7.61, 10.06, 11.09]"
NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)NCC(=O)N[C@@H](Cc2c[nH]cn2)C(O)=O,4,"[2.57, 6.0, 6.95, 8.0]"
NCCCC[C@@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,"[2.78, 4.07, 7.39, 10.45]"
NCCCC[C@H](NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](CC(O)=O)C(O)=O,4,"[2.77, 4.2, 7.44, 10.49]"
NC([P](O)(O)=O)[P](O)(O)=O,4,"[1.4, 5.42, 8.42, 11.7]"
NCCCC[C@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(O)=O,4,"[3.34, 7.33, 9.72, 11.01]"
O[P](O)(=O)C[P](O)(O)=O,4,"[1.7, 2.76, 7.05, 10.66]"
O[C@H]1Cc2c(O)cc(O)cc2O[C@@H]1c3ccc(O)c(O)c3,4,"[8.64, 9.41, 11.26, 13.3]"
O[C@@H]1Cc2c(O)cc(O)cc2OC1c3ccc(O)c(O)c3,4,"[8.72, 9.49, 11.23, 13.4]"
NCCNCCCNCCN,4,"[5.45, 6.88, 9.26, 10.08]"
CC(N)([P](O)(O)=O)[P](O)(O)=O,4,"[1.5, 5.37, 8.58, 11.5]"
NCCNCCSCCNCCN,4,"[5.64, 6.51, 9.1, 9.78]"
NCCNCCOCCNCCN,4,"[5.98, 6.89, 9.24, 9.81]"
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(O)=O,4,"[2.9, 7.42, 9.94, 10.9]"
NCCCC[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,4,"[3.02, 7.47, 9.79, 11.06]"
SCCN1CCN(CCS)CCN(CCS)CC1,5,"[2.5, 8.26, 9.45, 10.97, 13.4]"
O[P](O)(=O)O[P](O)(=O)O[P](O)(O)=O,5,"[0.5, 0.9, 1.83, 5.583333333333333, 8.12]"
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,5,"[2.8, 7.18, 9.68, 10.43, 11.31]"
N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(=O)N[C@@H](CC(O)=O)C(O)=O,5,"[1.8, 2.04, 3.87, 4.78, 8.13]"
CC(C)[C@H](NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](CCCCN)NC(=O)[C@@H](N)CCCNC(N)=N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(O)=O,5,"[1.9, 3.25, 7.2, 9.75, 10.38]"
OC(=O)c1cc(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,5,"[1.64, 2.515, 3.6533333333333338, 4.853333333333333, 6.033333333333334]"
N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc3ccc(O)cc3)C(O)=O,5,"[3.37, 7.22, 9.56, 9.95, 10.92]"
OC(=O)CNc1cc(C(O)=O)c(cc1C(O)=O)N(CC(O)=O)CC(O)=O,5,"[1.8, 2.67, 3.57, 4.48, 9.4]"
NCCCC[C@H](N)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(O)=O,5,"[2.97, 7.23, 9.69, 10.43, 11.21]"
NCCCC[C@H](N)C(=O)N[C@H](CCCCN)C(=O)N[C@H](CCCCN)C(O)=O,5,"[2.83, 7.03, 9.49, 10.27, 10.98]"
OC(=O)[C@H](CS)NCCN[C@@H](CS)C(O)=O,5,"[1.7, 5.4, 7.91, 9.88, 11.14]"
Cc1c(cccc1N(CC(O)=O)CC(O)=O)N(CC(O)=O)CC(O)=O,5,"[1.9, 2.28, 3.44, 4.53, 6.14]"
C1CNCCNCCCNCCNCCNC1,5,"[2.26, 3.98, 7.24, 9.5, 10.2]"
C1CNCCCNCCCNCCCNCCCNCCCNC1,6,"[6.5, 7.1, 7.95, 9.15, 10.28, 10.48]"
CC(C)CC(NC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(O)=O)NC(=O)CNC(=O)[C@H](CCC(O)=O)NC(=O)CNC(=O)[C@H](CO)NC(=O)[C@H](CC(O)=O)NC(=O)[C@H](C)N)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(O)=O)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCNC(N)=N)C(O)=O,6,"[2.6, 3.5, 3.62, 4.31, 5.03, 8.4]"
OC(=O)c1c(C(O)=O)c(C(O)=O)c(C(O)=O)c(C(O)=O)c1C(O)=O,6,"[0.5, 1.7, 2.93, 4.31, 5.37, 6.46]"
N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O,6,"[1.5, 2.35, 3.16, 3.83, 8.85, 9.81]"
C1CCCNCCCNCCCNCCCCCCCNCCCNCCCNCCC1,6,"[7.3, 7.9, 9.6, 9.85, 10.7, 10.9]"
Cc1ccc(O)c(CN2CCN(CCN(CC2)Cc3nc(C)ccc3O)Cc4nc(C)ccc4O)n1,6,"[4.28, 5.35, 7.0, 9.73, 10.86, 12.1]"
