Ligand,Name
"2,2-Diethylpropane-1,3-dicarboxylic acid (3,3-Diethylglutaric acid)","3,3-Diethylglutaric acid"
"2,2-Dipropylpropane-1,3-dicarboxylic acid (3,3-Dipropylglutaric acid)","3,3-Dipropylglutaric acid"
"Cyclopentane-1,1-diacetic acid","Cyclopentane-1,1-diacetic acid"
"Cyclohexane-1,1-diacetic acid","Cyclohexane-1,1-diacetic acid"
"Cycloheptane-1,1-diacetic acid","Cycloheptane-1,1-diacetic acid"
trans-Pentenedioic acid (trans-Glutaconic acid),trans-Glutaconic acid
Hexanedioic acid (Adipic acid),Adipic acid
Heptanedioic acid (Pimelic acid),Pimelic acid
Octanedioic acid (Suberic acid),Suberic acid
Nonanedioic acid (Azelaic acid),Azelaic acid
"trans-Cyclohexane-1,4-dicarboxylic acid","trans-Cyclohexane-1,4-dicarboxylic acid"
"Benzene-1,2-dicarboxylic acid (Phthalic acid)",Phthalic acid
"Benzene-1,3-dicarboxylic acid (Isophthalic acid)",Isophthalic acid
"Benzene-1,4-dicarboxylic acid (Terephthalic acid)",Terephthalic acid
"4-Methylbenzene-1,2-dicarboxylic acid (4-Methylphthalic acid)",4-Methylphthalic acid
"3-Chlorobenzene-1,2-dicarboxylic acid (3-Chlorophthalic acid)",3-Chlorophthalic acid
"3-Bromobenzene-1,2-dicarboxylic acid (3-Bromophthalic acid)",3-Bromophthalic acid
"4-Bromobenzene-1,2-dicarboxylic acid (4-Bromophthalic acid)",4-Bromophthalic acid
"3-Nitrobenzene-1,2-dicarboxylic acid (3-Nitrophthalic acid)",3-Nitrophthalic acid
"4-Nitrobenzene-1,2-dicarboxylic acid (4-Nitrophthalic acid)",4-Nitrophthalic acid
"Biphenyl-2,2'-dicarboxylic acid (Diphenic acid)",Diphenic acid
"Dodecaborane-10-1,12-dicarboxylic acid","Dodecaborane-10-1,12-dicarboxylic acid"
Methylphosphinodiacetic acid,Methylphosphinodiacetic acid
2-Propylphosphinodiacetic acid,2-Propylphosphinodiacetic acid
"2,6-Dicarboxyphenol 1-dihydrogenphosphate","2,6-Dicarboxyphenol 1-dihydrogenphosphate"
Hydroxypropanedioic acid (Hydroxymalonic acid)(Tartronic acid),Tartronic acid
L-Hydroxybutanedioic acid (Hydroxysuccinic acid)(Malic acid),Malic acid
DL-2-Hydroxy-2-methylbutanedioic acid (2-Hydroxy-2-methylsuccinic acid) (Citramalic acid),Citramalic acid
"D-2,3-Dihydroxybutanedioic acid (D-Tartaric acid)",D-Tartaric acid
"meso-2,3-Dihydroxybutanedioic acid (meso-Tartaric acid)",meso-Tartaric acid
"D-2,3,4,5-Tetrahydroxyhexanedioic acid (D-Saccharic acid) (D-Glucaric acid)",D-Glucaric acid
"2,3,4,5-Tetrahydroxyhexanedioic acid (Galactaric acid)(Mucic acid)",Mucic acid
"DL-3-Hydroxy-1-oxobutane-1,3-dicarboxylic acid (Parapyruvic acid)",Parapyruvic acid
Oxopropanedioic acid (Ketomalonic acid) (Mesoxalic acid),Mesoxalic acid
Oxobutanedioic acid (Oxaloacetic acid),Oxaloacetic acid
"1-Oxopropane-1,2-dicarboxylic acid (2-Oxalopropanoic acid)",2-Oxalopropanoic acid
"3,3-Dimethyl-2-oxobutanedioic acid","3,3-Dimethyl-2-oxobutanedioic acid"
2-Oxopentanedioic acid (alpha-Ketoglutaric acid),alpha-Ketoglutaric acid
"2-Hydroxypropane-1,2,3-tricarboxylic acid 1-methyl ester (as-Monomethylcitrate)",as-Monomethylcitrate
"2-Hydroxypropane-1,2,3-tricarboxylic acid 2-methyl ester (sym-Monomethylcitrate)",sym-Monomethylcitrate
"2-Acetoxybenzene-1,3-dicarboxylic acid (2-Acetoxyisophthalic acid)",2-Acetoxyisophthalic acid
2-(Acetylamino)butanedioic acid (N-Acetylaspartic acid),N-Acetylaspartic acid
2-(Acetylamino)pentanedioic acid (N-Acetylglutamic acid),N-Acetylglutamic acid
"3-(Benzoylamino)butane-1,3-dicarboxylic acid (N-Benzoyl-2-methylglutamic acid)",N-Benzoyl-2-methylglutamic acid
"3-(4-Nitrobenzoylamino)butane-1,3-dicarboxylic acid (N-(4-Nitrobenzoyl)-2-methylglutamic acid)",N-(4-Nitrobenzoyl)-2-methylglutamic acid
"Oxamide-N,N'-diacetic acid","Oxamide-N,N'-diacetic acid"
"Oxamide-N,N'-di-3-propanoic acid","Oxamide-N,N'-di-3-propanoic acid"
Oxydiacetic acid (Diglycolic acid),Diglycolic acid
DL-2-Methyloxydiacetic acid,DL-2-Methyloxydiacetic acid
"DL-2,2'-Oxydipropanoic acid (Dilactic acid)",Dilactic acid
"2,2-Dimethyloxydiacetic acid","2,2-Dimethyloxydiacetic acid"
"DL-3,3'-Oxydipropanoic acid","DL-3,3'-Oxydipropanoic acid"
"H2L Oxolane-2,5-dicarboxylic acid (Perhydrofuran-2,5-dicarboxylic acid)","Perhydrofuran-2,5-dicarboxylic acid"
"Oxole-2,5-dicarboxylic acid (Furan-2,5-dicarboxylic acid)","Furan-2,5-dicarboxylic acid"
2-Phenyloxydiacetic acid,2-Phenyloxydiacetic acid
"4-Methoxybenzene-1,2-dicarboxylic acid [4-(Methoxy)phthalic acid]","4-Methoxybenzene-1,2-dicarboxylic acid [4-(Methoxy)phthalic acid]"
"4-Ethoxybenzene-1,2-dicarboxylic acid [4-(Ethoxy)phthalic acid]","4-Ethoxybenzene-1,2-dicarboxylic acid [4-(Ethoxy)phthalic acid]"
(2-Carboxyphenyloxy)acetic acid [2-(Carboxymethoxy)benzoic acid],(2-Carboxyphenyloxy)acetic acid [2-(Carboxymethoxy)benzoic acid]
"Benzene-1,2-bis(oxyacetic acid)",oxyacetic acid
Ethylenebis(oxyacetic acid),oxyacetic acid
Oxybis(ethyleneoxyacetic acid) (Diethylenetrioxydiacetic acid),Diethylenetrioxydiacetic acid
Ethylenebis(oxyethyleneoxyacetic acid) (Triethylenetetraoxydiacetic acid),Triethylenetetraoxydiacetic acid
DL-2-(Hydroxymethyl)oxydiacetic acid,DL-2-(Hydroxymethyl)oxydiacetic acid
"DL-2,2'-Bis(hydroxymethyl)oxydiacetic acid","DL-2,2'-Bis(hydroxymethyl)oxydiacetic acid"
DL-2-Hydroxymethyl-2'-(methoxy)oxydiacetic acid,DL-2-Hydroxymethyl-2'-(methoxy)oxydiacetic acid
"DL-2,2'-Bis(hydroxymethyl)-2,2'-di(methoxy)oxydiacetic acid","DL-2,2'-Bis(hydroxymethyl)-2,2'-di(methoxy)oxydiacetic acid"
"DL-2,2'-Di(methoxy)oxydiacetic acid","DL-2,2'-Di(methoxy)oxydiacetic acid"
DL-2-Hydroxymethyl-2'-phosphooxydiacetic acid,DL-2-Hydroxymethyl-2'-phosphooxydiacetic acid
DL-Mercaptobutanedioic acid (Thiomalic acid),Thiomalic acid
"DL-2,3-Dimercaptobutanedioic acid (DL-Dithiotartaric acid)",DL-Dithiotartaric acid
"meso-2,3-Dimercaptobutanedioic acid (meso-Dithiotartaric acid)",meso-Dithiotartaric acid
Thiodiacetic acid,Thiodiacetic acid
DL-2-Methylthiodiacetic acid,DL-2-Methylthiodiacetic acid
"DL-2,2'-Thiodipropanoic acid","DL-2,2'-Thiodipropanoic acid"
"2,2-Dimethylthiodiacetic acid","2,2-Dimethylthiodiacetic acid"
"2,2,2',2'-Tetramethylthiodiacetic acid","2,2,2',2'-Tetramethylthiodiacetic acid"
(2-Carboxyethylthio)acetic acid,(2-Carboxyethylthio)acetic acid
"3,3'-Thiodipropanoic acid","3,3'-Thiodipropanoic acid"
"4,4'-Thiodibutanoic acid","4,4'-Thiodibutanoic acid"
DL-2-Phenylthiodiacetic acid,DL-2-Phenylthiodiacetic acid
(2-Carboxyphenylthio)acetic acid [2-(Carboxymethylthio)benzoic acid],(2-Carboxyphenylthio)acetic acid [2-(Carboxymethylthio)benzoic acid]
(3-Carboxyphenylthio)acetic acid [3-(Carboxymethylthio)benzoic acid],(3-Carboxyphenylthio)acetic acid [3-(Carboxymethylthio)benzoic acid]
(4-Carboxyphenylthio)acetic acid [4-(Carboxymethylthio)benzoic acid],(4-Carboxyphenylthio)acetic acid [4-(Carboxymethylthio)benzoic acid]
Dithiodiacetic acid,Dithiodiacetic acid
"3,3'-Dithiodipropanoic acid","3,3'-Dithiodipropanoic acid"
"4,4'-Dithiodibutanoic acid","4,4'-Dithiodibutanoic acid"
(Methylenedithio)diacetic acid,(Methylenedithio)diacetic acid
"3,3'-(Methylenedithio)dipropanoic acid","3,3'-(Methylenedithio)dipropanoic acid"
(Ethylenedithio)diacetic acid,(Ethylenedithio)diacetic acid
(Trimethylenedithio)diacetic acid,(Trimethylenedithio)diacetic acid
(Tetramethylenedithio)diacetic acid,(Tetramethylenedithio)diacetic acid
(Pentamethylenedithio)diacetic acid,(Pentamethylenedithio)diacetic acid
"Benzene-1,2-bis(thioacetic acid)",thioacetic acid
"4-Methylbenzene-1,2-bis(thioacetic acid)",thioacetic acid
"Benzene-1,4-bis(thioacetic acid)",thioacetic acid
Phenylmethylenebis(thioacetic acid) (Benzylidenebis(thioacetic acid)),Benzylidenebis(thioacetic acid)
Oxybis(ethylenethioacetic acid),ethylenethioacetic acid
Thiobis(ethylenethioacetic acid) (Diethylenetrithiodiacetic acid),Diethylenetrithiodiacetic acid
Sulfonyldiacetic acid,Sulfonyldiacetic acid
Selenodiacetic acid,Selenodiacetic acid
"DL-2,2'-Selenodipropanoic acid","DL-2,2'-Selenodipropanoic acid"
"3,3'-Selenodipropanoic acid","3,3'-Selenodipropanoic acid"
(4-Carboxyphenylseleno)acetic acid [4-(Carboxymethylseleno)benzoic acid],(4-Carboxyphenylseleno)acetic acid [4-(Carboxymethylseleno)benzoic acid]
Tellurodiacetic acid,Tellurodiacetic acid
"3,3'-Tellurodipropanoic acid","3,3'-Tellurodipropanoic acid"
P-Ethylphosphinodiacetic acid [Bis(carboxymethyl)ethylphosphine],P-Ethylphosphinodiacetic acid [Bis(carboxymethyl)ethylphosphine]
P-Phenylphosphinodiacetic acid [Bis(carboxymethyl)phenylphosphine],P-Phenylphosphinodiacetic acid [Bis(carboxymethyl)phenylphosphine]
As-Phenylarsinodiacetic acid [Bis(carboxymethyl)phenylarsine],As-Phenylarsinodiacetic acid [Bis(carboxymethyl)phenylarsine]
As-(2-Methylphenyl)arsinodiacetic acid,As-(2-Methylphenyl)arsinodiacetic acid
As-(3-Methylphenyl)arsinodiacetic acid,As-(3-Methylphenyl)arsinodiacetic acid
As-(4-Methylphenyl)arsinodiacetic acid,As-(4-Methylphenyl)arsinodiacetic acid
As-(3-Trifluoromethylphenyl)arsinodiacetic acid,As-(3-Trifluoromethylphenyl)arsinodiacetic acid
As-(2-Chlorophenyl)arsinodiacetic acid,As-(2-Chlorophenyl)arsinodiacetic acid
As-(4-Chlorophenyl)arsinodiacetic acid,As-(4-Chlorophenyl)arsinodiacetic acid
"As-(4-Chlorophenyl)-3,3'-arsinodipropanoic acid","As-(4-Chlorophenyl)-3,3'-arsinodipropanoic acid"
As-(2-Methoxyphenyl)arsinodiacetic acid,As-(2-Methoxyphenyl)arsinodiacetic acid
As-(3-Methoxyphenyl)arsinodiacetic acid,As-(3-Methoxyphenyl)arsinodiacetic acid
As-(4-Methoxyphenyl)arsinodiacetic acid,As-(4-Methoxyphenyl)arsinodiacetic acid
As-(2-Methylthiophenyl)arsinodiacetic acid,As-(2-Methylthiophenyl)arsinodiacetic acid
As-(3-Methylthiophenyl)arsinodiacetic acid,As-(3-Methylthiophenyl)arsinodiacetic acid
As-(4-Methylthiophenyl)arsinodiacetic acid,As-(4-Methylthiophenyl)arsinodiacetic acid
"Propane-1,2,3-tricarboxylic acid (Tricarballylic acid)",Tricarballylic acid
"Pentane-1,3,5-tricarboxylic acid (gamma-Carboxypimelic acid)",gamma-Carboxypimelic acid
3-(Carboxymethyl)pentanedioic acid,3-(Carboxymethyl)pentanedioic acid
"cis,cis-Cyclohexane-1,3,5-tricarboxylic acid","cis,cis-Cyclohexane-1,3,5-tricarboxylic acid"
"cis-Propene-1,2,3-tricarboxylic acid (cis-Aconitic acid)",cis-Aconitic acid
"trans-Propene-1,2,3-tricarboxylic acid (trans-Aconitic acid)",trans-Aconitic acid
"Benzene-1,2,3-tricarboxylic acid (Hemimellitic acid)",Hemimellitic acid
"Benzene-1,2,4-tricarboxylic acid (Trimellitic acid)",Trimellitic acid
"Benzene-1,3,5-tricarboxylic acid (Trimesic acid)",Trimesic acid
"DL-1-Hydroxypropane-1,2,3-tricarboxylic acid (Isocitric acid)",Isocitric acid
"2-Hydroxypropane-1,2,3-tricarboxylic acid (Citric acid)",Citric acid
DL-2-(Carboxymethoxy)oxydiacetic acid,DL-2-(Carboxymethoxy)oxydiacetic acid
DL-2-(Carboxymethoxymethyl)oxydiacetic acid,DL-2-(Carboxymethoxymethyl)oxydiacetic acid
"RR-1-Hydroxypropane-1,2,3-tris(oxyacetic acid)",oxyacetic acid
"RS-1-Hydroxypropane-1,2,3-tris(oxyacetic acid)",oxyacetic acid
"DL-1-Oxopropane-1,2,3-tricarboxylic acid","DL-1-Oxopropane-1,2,3-tricarboxylic acid"
(Carboxymethoxy)propanedioic acid,(Carboxymethoxy)propanedioic acid
DL-(Carboxymethoxy)butanedioic acid,DL-(Carboxymethoxy)butanedioic acid
"DL-Propane-1,2,3-tris(oxyacetic acid)",oxyacetic acid
DL-(Carboxymethylthio)butanedioic acid,DL-(Carboxymethylthio)butanedioic acid
Aerobactin,Aerobactin
Phosphinotriacetic acid [Tris(carboxymethyl)phosphine],Phosphinotriacetic acid [Tris(carboxymethyl)phosphine]
Phosphinotri-3-propanoic acid [Tris(2-carboxyethyl)phosphine],Phosphinotri-3-propanoic acid [Tris(2-carboxyethyl)phosphine]
As-(4-Carboxyphenyl)arsinodiacetic acid,As-(4-Carboxyphenyl)arsinodiacetic acid
"Butane-1,2,3,4-tetracarboxylic acid","Butane-1,2,3,4-tetracarboxylic acid"
"Benzene-1,2,4,5-tetracarboxylic acid (Pyromellitic acid)",Pyromellitic acid
Oxybis(propanedioic acid) (Ditartronic acid),Ditartronic acid
rac-Oxybis(butanedioic acid),butanedioic acid
meso-Oxybis(butanedioic acid),butanedioic acid
"rac-1-Hydroxy-3-oxapentane-1,2,4,5-tetracarboxylic acid (TMS)",TMS
"rac-2,2'-Bis(carboxymethyloxy)oxydiacetic acid","rac-2,2'-Bis(carboxymethyloxy)oxydiacetic acid"
"meso-2,2'-Bis(carboxymethyloxy)oxydiacetic acid","meso-2,2'-Bis(carboxymethyloxy)oxydiacetic acid"
"rac-2,2'-Bis(carboxymethyloxymethyl)oxydiacetic acid","rac-2,2'-Bis(carboxymethyloxymethyl)oxydiacetic acid"
"rac-Butane-1,2,3,4-tetrakis(oxyacetic acid)",oxyacetic acid
"meso-Butane-1,2,3,4-tetrakis(oxyacetic acid)",oxyacetic acid
(Ethanediylidenetetrathio)tetraacetic acid,(Ethanediylidenetetrathio)tetraacetic acid
"(1,3-Propanediylidenetetrathio)tetraacetic acid","(1,3-Propanediylidenetetrathio)tetraacetic acid"
"(1,4-Butanediylidenetetrathio)tetraacetic acid","(1,4-Butanediylidenetetrathio)tetraacetic acid"
"(1,5-Pentanediylidenetetrathio)tetraacetic acid","(1,5-Pentanediylidenetetrathio)tetraacetic acid"
(Ethanediylidenetetrathio)tetrapropanoic acid,(Ethanediylidenetetrathio)tetrapropanoic acid
"(1,3-Propanediylidenetetrathio)tetrapropanoic acid","(1,3-Propanediylidenetetrathio)tetrapropanoic acid"
"(1,4-Butanediylidenetetrathio)tetrapropanoic acid","(1,4-Butanediylidenetetrathio)tetrapropanoic acid"
"(1,5-Pentanediylidenetetrathio)tetrapropanoic acid","(1,5-Pentanediylidenetetrathio)tetrapropanoic acid"
"Benzene-1,2-bis[methylbis(thioacetic acid)] [(1,2-Phthalylidenetetrathio)tetraacetic acid]","Benzene-1,2-bis[methylbis(thioacetic acid)] [(1,2-Phthalylidenetetrathio)tetraacetic acid]"
Ethylenediphosphinotetraacetic acid,Ethylenediphosphinotetraacetic acid
"Benzene-1,2-bis(arsenodiacetic acid)",arsenodiacetic acid
Benzenepentacarboxylic acid,Benzenepentacarboxylic acid
Benzenehexacarboxylic acid (Mellitic acid),Mellitic acid
"rac-3,6-Dioxaoctane-1,2,4,5,7,8-hexacarboxylic acid (TDS)",TDS
Phenylboronic acid,Phenylboronic acid
3-Nitrophenylboronic acid,3-Nitrophenylboronic acid
Methylphosphonic acid,Methylphosphonic acid
Ethylphosphonic acid,Ethylphosphonic acid
3-Methylbutylphosphonic acid,3-Methylbutylphosphonic acid
2-Methyl-2-propylphosphonic acid,2-Methyl-2-propylphosphonic acid
Decylphosphonic acid,Decylphosphonic acid
Cyclohexylphosphonic acid,Cyclohexylphosphonic acid
Phenylphosphonic acid,Phenylphosphonic acid
2-Methylphenylphosphonic acid,2-Methylphenylphosphonic acid
3-Methylphenylphosphonic acid,3-Methylphenylphosphonic acid
4-Methylphenylphosphonic acid,4-Methylphenylphosphonic acid
"3,4-Dimethylphenylphosphonic acid","3,4-Dimethylphenylphosphonic acid"
3-Nitrophenylphosphonic acid,3-Nitrophenylphosphonic acid
4-Nitrophenylphosphonic acid,4-Nitrophenylphosphonic acid
Chloromethylphosphonic acid,Chloromethylphosphonic acid
Dichloromethylphosphonic acid,Dichloromethylphosphonic acid
Trichloromethylphosphonic acid,Trichloromethylphosphonic acid
Bromomethylphosphonic acid,Bromomethylphosphonic acid
Dibromomethylphosphonic acid,Dibromomethylphosphonic acid
2-Bromoethylphosphonic acid,2-Bromoethylphosphonic acid
Iodomethylphosphonic acid,Iodomethylphosphonic acid
3-Hydroxyphenylphosphonic acid,3-Hydroxyphenylphosphonic acid
4-Hydroxyphenylphosphonic acid,4-Hydroxyphenylphosphonic acid
Hydroxymethylphosphonic acid,Hydroxymethylphosphonic acid
Ethoxymethylphosphonic acid,Ethoxymethylphosphonic acid
2-Methoxyphenylphosphonic acid,2-Methoxyphenylphosphonic acid
4-Methoxyphenylphosphonic acid,4-Methoxyphenylphosphonic acid
Ethylthiomethylphosphonic acid,Ethylthiomethylphosphonic acid
Methylenediphosphonic acid,Methylenediphosphonic acid
"Ethane-1,1-diphosphonic acid","Ethane-1,1-diphosphonic acid"
"Propane-2,2-diphosphonic acid","Propane-2,2-diphosphonic acid"
Ethylenediphosphonic acid,Ethylenediphosphonic acid
"Propane-1,2-diphosphonic acid","Propane-1,2-diphosphonic acid"
Trimethylenediphosphonic acid,Trimethylenediphosphonic acid
Tetramethylenediphosphonic acid,Tetramethylenediphosphonic acid
Hexamethylenediphosphonic acid,Hexamethylenediphosphonic acid
Decamethylenediphosphonic acid,Decamethylenediphosphonic acid
"Ethene-1,1-diphosphonic acid (Vinylidenediphosphonic acid)",Vinylidenediphosphonic acid
Difluoromethylenediphosphonic acid,Difluoromethylenediphosphonic acid
Tetrafluoroethylenediphosphonic acid,Tetrafluoroethylenediphosphonic acid
Dichloromethylenediphosphonic acid (Clodronic acid),Clodronic acid
4-Chlorophenylmethylenediphosphonic acid,4-Chlorophenylmethylenediphosphonic acid
"DL-2,3-Dicarboxypropane-1,1-diphosphonic acid","DL-2,3-Dicarboxypropane-1,1-diphosphonic acid"
Hydroxymethylenediphosphonic acid,Hydroxymethylenediphosphonic acid
"1-Hydroxyethane-1,1-diphosphonic acid (Etidronic acid)",Etidronic acid
"1,2-Dihydroxyethane-1,1-diphosphonic acid","1,2-Dihydroxyethane-1,1-diphosphonic acid"
Oxomethanediphosphonic acid,Oxomethanediphosphonic acid
"Benzo-1,3-dioxole-2,2-diphosphonic acid [(1,2-Phenylenedioxy)methylenediphosphonic acid]","Benzo-1,3-dioxole-2,2-diphosphonic acid [(1,2-Phenylenedioxy)methylenediphosphonic acid]"
"2-Oxoazolidine-5,5-diphosphonic acid (Pyrrolidone-5,5-diphosphonic acid)","Pyrrolidone-5,5-diphosphonic acid"
L-1-(Phosphonoacetylamino)-3-methylbutylphosphonic acid,L-1-(Phosphonoacetylamino)-3-methylbutylphosphonic acid
L-(Phosphonoacetylamino)(cyclopropyl)methylphosphonic acid,L-(Phosphonoacetylamino)(cyclopropyl)methylphosphonic acid
Oxophosphinotris(methylenephosphonic acid) [Tris(dihydroxyphosphonylmethyl)phosphine oxide],Oxophosphinotris(methylenephosphonic acid) [Tris(dihydroxyphosphonylmethyl)phosphine oxide]
Phosphoric acid methyl ester (Methyl phosphate),Methyl phosphate
Phosphoric acid butyl ester (Butyl phosphate),Butyl phosphate
Phosphoric acid phenyl ester (Phenyl phosphate),Phenyl phosphate
Phosphoric acid 4-nitrophenyl ester (4-Nitrophenyl phosphate),4-Nitrophenyl phosphate
Phosphoric acid 1-naphthyl ester (alpha-Naphthyl phosphate),alpha-Naphthyl phosphate
Phosphoric acid 2-naphthyl ester (beta-Naphthyl phosphate),beta-Naphthyl phosphate
Phosphoric acid 4-nitrophenyl ester (p-Nitrophenyl phosphate),p-Nitrophenyl phosphate
"Propane-1,2,3-triol-1-(dihydrogenphosphate) (Glycerol-1-phosphate)",Glycerol-1-phosphate
"Propane-1,2,3-triol-2-(dihydrogenphosphate) (Glycerol-2-phosphate)",Glycerol-2-phosphate
D(-)-Ribose-5-dihydrogenphosphate (Ribose-5-phosphate),Ribose-5-phosphate
D(-)-Fructose-1-dihydrogenphosphate (Fructose-1-phosphate),Fructose-1-phosphate
alpha-D(-)-Glucose-1-dihydrogenphosphate (Glucose-1-phosphate),Glucose-1-phosphate
alpha-D(-)-Glucose-6-dihydrogenphosphate (Glucose-6-phosphate),Glucose-6-phosphate
Phosphoric acid dibutyl ester (Dibutyl phosphate),Dibutyl phosphate
"D(-)-Fructose-1,6-bis(dihydrogenphosphate) (Fructose-1,6-diphosphate)","Fructose-1,6-diphosphate"
Diphosphoric acid methyl ester (Methyl diphosphate),Methyl diphosphate
Diphosphoric acid butyl ester (Butyl diphosphate),Butyl diphosphate
Diphosphoric acid phenyl ester (Phenyl diphosphate),Phenyl diphosphate
Triphosphoric acid methyl ester (Methyl triphosphate),Methyl triphosphate
"D-myo-Inositol-1,2,6-tris(dihydrogenphosphate)",dihydrogenphosphate
"D-myo-Inositol-1,4,5-tris(dihydrogenphosphate)",dihydrogenphosphate
myo-Inositol-hexa(dihydrogenphosphate) (Phytic acid),Phytic acid
"1-(Glycerylphosphoryl)-myo-inositol-4,5-bis(dihydrogenphosphate)",dihydrogenphosphate
"Phosphorodithioic acid O,O-dibutyl ester (Dibutyldithiophosphoric acid)",Dibutyldithiophosphoric acid
"Phosphorodithioic acid O,O-bis(2-methylpropyl) ester (Diisobutyldithiophosphoric acid)",Diisobutyldithiophosphoric acid
Methylarsonic acid,Methylarsonic acid
Ethylarsonic acid,Ethylarsonic acid
Propylarsonic acid,Propylarsonic acid
Butylarsonic acid,Butylarsonic acid
Pentylarsonic acid,Pentylarsonic acid
Hexylarsonic acid,Hexylarsonic acid
Benzenearsonic acid,Benzenearsonic acid
4-Hydroxybenzenearsonic acid,4-Hydroxybenzenearsonic acid
"2',4'-Dihydroxyphenylazobenzenearsonic acid","2',4'-Dihydroxyphenylazobenzenearsonic acid"
2-Methoxybenzenearsonic acid,2-Methoxybenzenearsonic acid
4-Methoxybenzenearsonic acid,4-Methoxybenzenearsonic acid
"2,4-Dimethoxybenzenearsonic acid","2,4-Dimethoxybenzenearsonic acid"
Dimethylarsinic acid (Cacodylic acid),Cacodylic acid
Diethylarsinic acid,Diethylarsinic acid
Dipropylarsinic acid,Dipropylarsinic acid
Dibutylarsinic acid,Dibutylarsinic acid
Dipentylarsinic acid,Dipentylarsinic acid
Hydroxybenzene (Phenol),Phenol
2-Methylphenol (o-Cresol),o-Cresol
3-Methylphenol (m-Cresol),m-Cresol
4-Methylphenol (p-Cresol),p-Cresol
3-Ethylphenol,3-Ethylphenol
2-(Propyl)phenol,2-(Propyl)phenol
4-(2-Methyl-2-propyl)phenol,4-(2-Methyl-2-propyl)phenol
"2,3-Dimethylphenol (vic-o-Xylenol)",vic-o-Xylenol
"2,4-Dimethylphenol (as-m-Xylenol)",as-m-Xylenol
"2,5-Dimethylphenol (p-Xylenol)",p-Xylenol
"2,6-Dimethylphenol (vic-m-Xylenol)",vic-m-Xylenol
"3,4-Dimethylphenol (as-o-Xylenol)",as-o-Xylenol
"3,5-Dimethylphenol (sym-m-Xylenol)",sym-m-Xylenol
"2,3,5-Trimethylphenol","2,3,5-Trimethylphenol"
"2,4,5-Trimethylphenol","2,4,5-Trimethylphenol"
"2,4,6-Trimethylphenol","2,4,6-Trimethylphenol"
"3,4,5-Trimethylphenol","3,4,5-Trimethylphenol"
2-Allylphenol,2-Allylphenol
4-Allylphenol (Chavicol),Chavicol
trans-4-(1-Propenyl)phenol (Anol),Anol
2-Fluorophenol,2-Fluorophenol
3-Fluorophenol,3-Fluorophenol
4-Fluorophenol,4-Fluorophenol
3-Trifluoromethylphenol,3-Trifluoromethylphenol
4-Trifluoromethylphenol,4-Trifluoromethylphenol
2-Chlorophenol,2-Chlorophenol
3-Chlorophenol,3-Chlorophenol
4-Chlorophenol,4-Chlorophenol
3-Chloro-2-methylphenol,3-Chloro-2-methylphenol
4-Chloro-3-methylphenol,4-Chloro-3-methylphenol
"2,3-Dichlorophenol","2,3-Dichlorophenol"
"2,4-Dichlorophenol","2,4-Dichlorophenol"
"2,5-Dichlorophenol","2,5-Dichlorophenol"
"2,6-Dichlorophenol","2,6-Dichlorophenol"
"3,4-Dichlorophenol","3,4-Dichlorophenol"
"3,5-Dichlorophenol","3,5-Dichlorophenol"
2-Bromophenol,2-Bromophenol
3-Bromophenol,3-Bromophenol
4-Bromophenol,4-Bromophenol
"3,5-Dibromophenol","3,5-Dibromophenol"
2-Iodophenol,2-Iodophenol
3-Iodophenol,3-Iodophenol
4-Iodophenol,4-Iodophenol
"3,5-Diiodophenol","3,5-Diiodophenol"
2-Nitrophenol,2-Nitrophenol
3-Nitrophenol,3-Nitrophenol
4-Nitrophenol,4-Nitrophenol
3-Methyl-4-nitrophenol,3-Methyl-4-nitrophenol
"2,6-Dimethyl-4-nitrophenol","2,6-Dimethyl-4-nitrophenol"
"3,5-Dimethyl-4-nitrophenol","3,5-Dimethyl-4-nitrophenol"
"2,4-Dinitrophenol","2,4-Dinitrophenol"
"2,5-Dinitrophenol","2,5-Dinitrophenol"
"2,6-Dinitrophenol","2,6-Dinitrophenol"
"3,4-Dinitrophenol","3,4-Dinitrophenol"
"3,5-Dinitrophenol","3,5-Dinitrophenol"
"4-Chloro-2,6-dinitrophenol","4-Chloro-2,6-dinitrophenol"
"2,4,6-Trinitrophenol (Picric acid)",Picric acid
4-Nitrosophenol,4-Nitrosophenol
2-Cyanophenol,2-Cyanophenol
3-Cyanophenol,3-Cyanophenol
4-Cyanophenol,4-Cyanophenol
4-Hydroxybenzenesulfonic acid (4-Sulfophenol),4-Sulfophenol
2-Hydroxybenzenephosphonic acid (2-Phosphonophenol),2-Phosphonophenol
2-Hydroxybenzenearsonic acid (2-Arsonophenol),2-Arsonophenol
2-Hydroxy-5-(phenylazo)benzenearsonic acid (3-Arsono-4-hydroxyazobenzene),3-Arsono-4-hydroxyazobenzene
2-Hydroxybenzoic acid (Salicylic acid),Salicylic acid
3-Hydroxybenzoic acid,3-Hydroxybenzoic acid
4-Hydroxybenzoic acid,4-Hydroxybenzoic acid
2-Hydroxy-3-methylbenzoic acid (3-Methylsalicylic acid)(o-Cresotic acid),o-Cresotic acid
2-Hydroxy-4-methylbenzoic acid (4-Methylsalicylic acid)(m-Cresotic acid),m-Cresotic acid
2-Hydroxy-5-methylbenzoic acid (5-Methylsalicylic acid)(p-Cresotic acid),p-Cresotic acid
2-Hydroxy-6-methylbenzoic acid (6-Methylsalicylic acid),6-Methylsalicylic acid
