Ligand,Name,smiles
Phenylboronic acid,Phenylboronic acid,B(C1=CC=CC=C1)(O)O
3-Nitrophenylboronic acid,3-Nitrophenylboronic acid,B(C1=CC(=CC=C1)[N+](=O)[O-])(O)O
Methylphosphonic acid,Methylphosphonic acid,CP(=O)(O)O
Ethylphosphonic acid,Ethylphosphonic acid,CCP(=O)(O)O
3-Methylbutylphosphonic acid,3-Methylbutylphosphonic acid,CC(C)CCP(=O)(O)O
2-Methyl-2-propylphosphonic acid,2-Methyl-2-propylphosphonic acid,
Decylphosphonic acid,Decylphosphonic acid,CCCCCCCCCCP(=O)(O)O
Cyclohexylphosphonic acid,Cyclohexylphosphonic acid,C1CCC(CC1)P(=O)(O)O
Phenylphosphonic acid,Phenylphosphonic acid,C1=CC=C(C=C1)P(=O)(O)O
2-Methylphenylphosphonic acid,2-Methylphenylphosphonic acid,
3-Methylphenylphosphonic acid,3-Methylphenylphosphonic acid,CC1=CC(=CC=C1)P(=O)(O)O
4-Methylphenylphosphonic acid,4-Methylphenylphosphonic acid,CC1=CC=C(C=C1)P(=O)(O)O
"3,4-Dimethylphenylphosphonic acid","3,4-Dimethylphenylphosphonic acid",CC1=C(C=C(C=C1)P(=O)(O)O)C
3-Nitrophenylphosphonic acid,3-Nitrophenylphosphonic acid,C1=CC(=CC(=C1)P(=O)(O)O)[N+](=O)[O-]
4-Nitrophenylphosphonic acid,4-Nitrophenylphosphonic acid,C1=CC(=CC=C1[N+](=O)[O-])P(=O)(O)O
Chloromethylphosphonic acid,Chloromethylphosphonic acid,C(P(=O)(O)O)Cl
Dichloromethylphosphonic acid,Dichloromethylphosphonic acid,C(P(=O)(O)O)(Cl)Cl
Trichloromethylphosphonic acid,Trichloromethylphosphonic acid,C(P(=O)(O)O)(Cl)(Cl)Cl
Bromomethylphosphonic acid,Bromomethylphosphonic acid,C(P(=O)(O)O)Br
Dibromomethylphosphonic acid,Dibromomethylphosphonic acid,
2-Bromoethylphosphonic acid,2-Bromoethylphosphonic acid,C(CBr)P(=O)(O)O
Iodomethylphosphonic acid,Iodomethylphosphonic acid,C(P(=O)(O)O)I
3-Hydroxyphenylphosphonic acid,3-Hydroxyphenylphosphonic acid,C1=CC(=CC(=C1)P(=O)(O)O)O
4-Hydroxyphenylphosphonic acid,4-Hydroxyphenylphosphonic acid,C1=CC(=CC=C1O)P(=O)(O)O
Hydroxymethylphosphonic acid,Hydroxymethylphosphonic acid,C(O)P(=O)(O)O
Ethoxymethylphosphonic acid,Ethoxymethylphosphonic acid,CCOCP(=O)(O)O
2-Methoxyphenylphosphonic acid,2-Methoxyphenylphosphonic acid,COC1=CC=CC=C1P(=O)(O)O
4-Methoxyphenylphosphonic acid,4-Methoxyphenylphosphonic acid,COC1=CC=C(C=C1)P(=O)(O)O
Ethylthiomethylphosphonic acid,Ethylthiomethylphosphonic acid,
Methylenediphosphonic acid,Methylenediphosphonic acid,C(P(=O)(O)O)P(=O)(O)O
"Ethane-1,1-diphosphonic acid","Ethane-1,1-diphosphonic acid",
"Propane-2,2-diphosphonic acid","Propane-2,2-diphosphonic acid",CC(C)(P(=O)(O)O)P(=O)(O)O
Ethylenediphosphonic acid,Ethylenediphosphonic acid,C(CP(=O)(O)O)P(=O)(O)O
"Propane-1,2-diphosphonic acid","Propane-1,2-diphosphonic acid",
Trimethylenediphosphonic acid,Trimethylenediphosphonic acid,
Tetramethylenediphosphonic acid,Tetramethylenediphosphonic acid,
Hexamethylenediphosphonic acid,Hexamethylenediphosphonic acid,C(CCCP(=O)(O)O)CCP(=O)(O)O
Decamethylenediphosphonic acid,Decamethylenediphosphonic acid,
"Ethene-1,1-diphosphonic acid (Vinylidenediphosphonic acid)",Vinylidenediphosphonic acid,C=C(P(=O)(O)O)P(=O)(O)O
Difluoromethylenediphosphonic acid,Difluoromethylenediphosphonic acid,C(F)(F)(P(=O)(O)O)P(=O)(O)O
Tetrafluoroethylenediphosphonic acid,Tetrafluoroethylenediphosphonic acid,
Dichloromethylenediphosphonic acid (Clodronic acid),Clodronic acid,C(P(=O)(O)O)(P(=O)(O)O)(Cl)Cl
4-Chlorophenylmethylenediphosphonic acid,4-Chlorophenylmethylenediphosphonic acid,
"DL-2,3-Dicarboxypropane-1,1-diphosphonic acid","DL-2,3-Dicarboxypropane-1,1-diphosphonic acid",
Hydroxymethylenediphosphonic acid,Hydroxymethylenediphosphonic acid,
"1-Hydroxyethane-1,1-diphosphonic acid (Etidronic acid)",Etidronic acid,CC(O)(P(=O)(O)O)P(=O)(O)O
"1,2-Dihydroxyethane-1,1-diphosphonic acid","1,2-Dihydroxyethane-1,1-diphosphonic acid",
Oxomethanediphosphonic acid,Oxomethanediphosphonic acid,
"Benzo-1,3-dioxole-2,2-diphosphonic acid [(1,2-Phenylenedioxy)methylenediphosphonic acid]","1,2-Phenylenedioxymethylenediphosphonic acid]",
"2-Oxoazolidine-5,5-diphosphonic acid (Pyrrolidone-5,5-diphosphonic acid)","Pyrrolidone-5,5-diphosphonic acid",C1CC(NC1=O)(P(=O)(O)O)P(=O)(O)O
L-1-(Phosphonoacetylamino)-3-methylbutylphosphonic acid,Phosphonoacetylamino-3-methylbutylphosphonic acid,
L-(Phosphonoacetylamino)(cyclopropyl)methylphosphonic acid,cyclopropylmethylphosphonic acid,
Oxophosphinotris(methylenephosphonic acid) [Tris(dihydroxyphosphonylmethyl)phosphine oxide],dihydroxyphosphonylmethylphosphine oxide],
Phosphoric acid methyl ester (Methyl phosphate),Methyl phosphate,COP(=O)([O-])[O-]
Phosphoric acid butyl ester (Butyl phosphate),Butyl phosphate,CCCCOP(=O)(OCCCC)OCCCC
Phosphoric acid phenyl ester (Phenyl phosphate),Phenyl phosphate,C1=CC=C(C=C1)OP(=O)(O)O
Phosphoric acid 4-nitrophenyl ester (4-Nitrophenyl phosphate),4-Nitrophenyl phosphate,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O
Phosphoric acid 1-naphthyl ester (alpha-Naphthyl phosphate),alpha-Naphthyl phosphate,C1=CC=C2C(=C1)C=CC=C2OP(=O)(O)O
Phosphoric acid 2-naphthyl ester (beta-Naphthyl phosphate),beta-Naphthyl phosphate,C1=CC=C2C=C(C=CC2=C1)OP(=O)(O)O
Phosphoric acid 4-nitrophenyl ester (p-Nitrophenyl phosphate),p-Nitrophenyl phosphate,C1=CC(=CC=C1[N+](=O)[O-])OP(=O)(O)O
"Propane-1,2,3-triol-1-(dihydrogenphosphate) (Glycerol-1-phosphate)",Glycerol-1-phosphate,C(C(COP(=O)([O-])[O-])O)O
"Propane-1,2,3-triol-2-(dihydrogenphosphate) (Glycerol-2-phosphate)",Glycerol-2-phosphate,C(C(CO)OP(=O)(O)O)O
D(-)-Ribose-5-dihydrogenphosphate (Ribose-5-phosphate),Ribose-5-phosphate,C(C(C(C(C=O)O)O)O)OP(=O)(O)O
D(-)-Fructose-1-dihydrogenphosphate (Fructose-1-phosphate),Fructose-1-phosphate,C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O
alpha-D(-)-Glucose-1-dihydrogenphosphate (Glucose-1-phosphate),Glucose-1-phosphate,C(C1C(C(C(C(O1)OP(=O)(O)O)O)O)O)O
alpha-D(-)-Glucose-6-dihydrogenphosphate (Glucose-6-phosphate),Glucose-6-phosphate,C(C(C(C(C(C=O)O)O)O)O)OP(=O)(O)O
Phosphoric acid dibutyl ester (Dibutyl phosphate),Dibutyl phosphate,CCCCOP(=O)(O)OCCCC
"D(-)-Fructose-1,6-bis(dihydrogenphosphate) (Fructose-1,6-diphosphate)","Fructose-1,6-diphosphate",C(C1C(C(C(O1)(COP(=O)(O)O)O)O)O)OP(=O)(O)O
Diphosphoric acid methyl ester (Methyl diphosphate),Methyl diphosphate,
Diphosphoric acid butyl ester (Butyl diphosphate),Butyl diphosphate,
Diphosphoric acid phenyl ester (Phenyl diphosphate),Phenyl diphosphate,
Triphosphoric acid methyl ester (Methyl triphosphate),Methyl triphosphate,
"D-myo-Inositol-1,2,6-tris(dihydrogenphosphate)",dihydrogenphosphate,OP(=O)(O)[O-]
"D-myo-Inositol-1,4,5-tris(dihydrogenphosphate)",dihydrogenphosphate,OP(=O)(O)[O-]
myo-Inositol-hexa(dihydrogenphosphate) (Phytic acid),Phytic acid,C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O
"1-(Glycerylphosphoryl)-myo-inositol-4,5-bis(dihydrogenphosphate)",dihydrogenphosphate,OP(=O)(O)[O-]
"Phosphorodithioic acid O,O-dibutyl ester (Dibutyldithiophosphoric acid)",Dibutyldithiophosphoric acid,CCCCOP(=S)(OCCCC)S
"Phosphorodithioic acid O,O-bis(2-methylpropyl) ester (Diisobutyldithiophosphoric acid)",Diisobutyldithiophosphoric acid,CC(C)COP(=S)(OCC(C)C)S
Methylarsonic acid,Methylarsonic acid,C[As](=O)(O)O
Ethylarsonic acid,Ethylarsonic acid,CC[As](=O)(O)O
Propylarsonic acid,Propylarsonic acid,CCC[As](=O)(O)O
Butylarsonic acid,Butylarsonic acid,CCCC[As](=O)(O)O
Pentylarsonic acid,Pentylarsonic acid,CCCCC[As](=O)(O)O
Hexylarsonic acid,Hexylarsonic acid,CCCCCC[As](=O)(O)O
Benzenearsonic acid,Benzenearsonic acid,C1=CC=C(C=C1)[As](=O)(O)O
4-Hydroxybenzenearsonic acid,4-Hydroxybenzenearsonic acid,C1=CC(=CC=C1O)[As](=O)(O)O
"2',4'-Dihydroxyphenylazobenzenearsonic acid","2',4'-Dihydroxyphenylazobenzenearsonic acid",
2-Methoxybenzenearsonic acid,2-Methoxybenzenearsonic acid,COC1=CC=CC=C1[As](=O)(O)O
4-Methoxybenzenearsonic acid,4-Methoxybenzenearsonic acid,COC1=CC=C(C=C1)[As](=O)(O)O
"2,4-Dimethoxybenzenearsonic acid","2,4-Dimethoxybenzenearsonic acid",COC1=CC(=C(C=C1)[As](=O)(O)O)OC
Dimethylarsinic acid (Cacodylic acid),Cacodylic acid,C[As](=O)(C)O
Diethylarsinic acid,Diethylarsinic acid,CC[As](=O)(CC)O
Dipropylarsinic acid,Dipropylarsinic acid,CCC[As](=O)(CCC)O
Dibutylarsinic acid,Dibutylarsinic acid,CCCC[As](=O)(CCCC)O
Dipentylarsinic acid,Dipentylarsinic acid,CCCCC[As](=O)(CCCCC)O
Hydroxybenzene (Phenol),Phenol,C1=CC=C(C=C1)O
2-Methylphenol (o-Cresol),o-Cresol,CC1=CC=CC=C1O
3-Methylphenol (m-Cresol),m-Cresol,CC1=CC(=CC=C1)O
4-Methylphenol (p-Cresol),p-Cresol,CC1=CC=C(C=C1)O
3-Ethylphenol,3-Ethylphenol,CCC1=CC(=CC=C1)O
2-(Propyl)phenol,Propylphenol,CCCC1=CC=CC=C1O
4-(2-Methyl-2-propyl)phenol,2-Methyl-2-propylphenol,
"2,3-Dimethylphenol (vic-o-Xylenol)",vic-o-Xylenol,CC1=C(C(=CC=C1)O)C
"2,4-Dimethylphenol (as-m-Xylenol)",as-m-Xylenol,CC1=CC(=C(C=C1)O)C
"2,5-Dimethylphenol (p-Xylenol)",p-Xylenol,CC1=CC(=C(C=C1)C)O
"2,6-Dimethylphenol (vic-m-Xylenol)",vic-m-Xylenol,CC1=C(C(=CC=C1)C)O
"3,4-Dimethylphenol (as-o-Xylenol)",as-o-Xylenol,CC1=C(C=C(C=C1)O)C
"3,5-Dimethylphenol (sym-m-Xylenol)",sym-m-Xylenol,CC1=CC(=CC(=C1)O)C
"2,3,5-Trimethylphenol","2,3,5-Trimethylphenol",CC1=CC(=C(C(=C1)O)C)C
"2,4,5-Trimethylphenol","2,4,5-Trimethylphenol",CC1=CC(=C(C=C1C)O)C
"2,4,6-Trimethylphenol","2,4,6-Trimethylphenol",CC1=CC(=C(C(=C1)C)O)C
"3,4,5-Trimethylphenol","3,4,5-Trimethylphenol",CC1=CC(=CC(=C1C)C)O
2-Allylphenol,2-Allylphenol,C=CCC1=CC=CC=C1O
4-Allylphenol (Chavicol),Chavicol,C=CCC1=CC=C(C=C1)O
trans-4-(1-Propenyl)phenol (Anol),Anol,C1CCC(CC1)O
2-Fluorophenol,2-Fluorophenol,C1=CC=C(C(=C1)O)F
3-Fluorophenol,3-Fluorophenol,C1=CC(=CC(=C1)F)O
4-Fluorophenol,4-Fluorophenol,C1=CC(=CC=C1O)F
3-Trifluoromethylphenol,3-Trifluoromethylphenol,C1=CC(=CC(=C1)O)C(F)(F)F
4-Trifluoromethylphenol,4-Trifluoromethylphenol,C1=CC(=CC=C1C(F)(F)F)O
2-Chlorophenol,2-Chlorophenol,C1=CC=C(C(=C1)O)Cl
3-Chlorophenol,3-Chlorophenol,C1=CC(=CC(=C1)Cl)O
4-Chlorophenol,4-Chlorophenol,C1=CC(=CC=C1O)Cl
3-Chloro-2-methylphenol,3-Chloro-2-methylphenol,CC1=C(C=CC=C1Cl)O
4-Chloro-3-methylphenol,4-Chloro-3-methylphenol,CC1=C(C=CC(=C1)O)Cl
"2,3-Dichlorophenol","2,3-Dichlorophenol",C1=CC(=C(C(=C1)Cl)Cl)O
"2,4-Dichlorophenol","2,4-Dichlorophenol",C1=CC(=C(C=C1Cl)Cl)O
"2,5-Dichlorophenol","2,5-Dichlorophenol",C1=CC(=C(C=C1Cl)O)Cl
"2,6-Dichlorophenol","2,6-Dichlorophenol",C1=CC(=C(C(=C1)Cl)O)Cl
"3,4-Dichlorophenol","3,4-Dichlorophenol",C1=CC(=C(C=C1O)Cl)Cl
"3,5-Dichlorophenol","3,5-Dichlorophenol",C1=C(C=C(C=C1Cl)Cl)O
2-Bromophenol,2-Bromophenol,C1=CC=C(C(=C1)O)Br
3-Bromophenol,3-Bromophenol,C1=CC(=CC(=C1)Br)O
4-Bromophenol,4-Bromophenol,C1=CC(=CC=C1O)Br
"3,5-Dibromophenol","3,5-Dibromophenol",C1=C(C=C(C=C1Br)Br)O
2-Iodophenol,2-Iodophenol,C1=CC=C(C(=C1)O)I
3-Iodophenol,3-Iodophenol,C1=CC(=CC(=C1)I)O
4-Iodophenol,4-Iodophenol,C1=CC(=CC=C1O)I
"3,5-Diiodophenol","3,5-Diiodophenol",C1=C(C=C(C=C1I)I)O
2-Nitrophenol,2-Nitrophenol,C1=CC=C(C(=C1)[N+](=O)[O-])O
3-Nitrophenol,3-Nitrophenol,C1=CC(=CC(=C1)O)[N+](=O)[O-]
4-Nitrophenol,4-Nitrophenol,C1=CC(=CC=C1[N+](=O)[O-])O
3-Methyl-4-nitrophenol,3-Methyl-4-nitrophenol,CC1=C(C=CC(=C1)O)[N+](=O)[O-]
"2,6-Dimethyl-4-nitrophenol","2,6-Dimethyl-4-nitrophenol",CC1=CC(=CC(=C1O)C)[N+](=O)[O-]
"3,5-Dimethyl-4-nitrophenol","3,5-Dimethyl-4-nitrophenol",CC1=CC(=CC(=C1[N+](=O)[O-])C)O
"2,4-Dinitrophenol","2,4-Dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O
"2,5-Dinitrophenol","2,5-Dinitrophenol",C1=CC(=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]
"2,6-Dinitrophenol","2,6-Dinitrophenol",C1=CC(=C(C(=C1)[N+](=O)[O-])O)[N+](=O)[O-]
"3,4-Dinitrophenol","3,4-Dinitrophenol",C1=CC(=C(C=C1O)[N+](=O)[O-])[N+](=O)[O-]
"3,5-Dinitrophenol","3,5-Dinitrophenol",C1=C(C=C(C=C1[N+](=O)[O-])O)[N+](=O)[O-]
"4-Chloro-2,6-dinitrophenol","4-Chloro-2,6-dinitrophenol",C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])Cl
"2,4,6-Trinitrophenol (Picric acid)",Picric acid,C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-]
4-Nitrosophenol,4-Nitrosophenol,C1=CC(=CC=C1N=O)O
2-Cyanophenol,2-Cyanophenol,C1=CC=C(C(=C1)C#N)O
3-Cyanophenol,3-Cyanophenol,C1=CC(=CC(=C1)O)C#N
4-Cyanophenol,4-Cyanophenol,C1=CC(=CC=C1C#N)O
4-Hydroxybenzenesulfonic acid (4-Sulfophenol),4-Sulfophenol,C1=CC(=CC=C1O)S(=O)(=O)O
2-Hydroxybenzenephosphonic acid (2-Phosphonophenol),2-Phosphonophenol,
2-Hydroxybenzenearsonic acid (2-Arsonophenol),2-Arsonophenol,
2-Hydroxy-5-(phenylazo)benzenearsonic acid (3-Arsono-4-hydroxyazobenzene),3-Arsono-4-hydroxyazobenzene,C1=CC=C(C=C1)N=NC2=CC(=C(C=C2)O)[As](=O)(O)O
2-Hydroxybenzoic acid (Salicylic acid),Salicylic acid,C1=CC=C(C(=C1)C(=O)O)O
3-Hydroxybenzoic acid,3-Hydroxybenzoic acid,C1=CC(=CC(=C1)O)C(=O)O
4-Hydroxybenzoic acid,4-Hydroxybenzoic acid,C1=CC(=CC=C1C(=O)O)O
2-Hydroxy-3-methylbenzoic acid (3-Methylsalicylic acid)(o-Cresotic acid),o-Cresotic acid,CC1=C(C(=CC=C1)C(=O)O)O
2-Hydroxy-4-methylbenzoic acid (4-Methylsalicylic acid)(m-Cresotic acid),m-Cresotic acid,CC1=CC(=C(C=C1)C(=O)O)O
2-Hydroxy-5-methylbenzoic acid (5-Methylsalicylic acid)(p-Cresotic acid),p-Cresotic acid,CC1=CC(=C(C=C1)O)C(=O)O
2-Hydroxy-6-methylbenzoic acid (6-Methylsalicylic acid),6-Methylsalicylic acid,CC1=C(C(=CC=C1)O)C(=O)O
2-Hydroxy-3-(2-propyl)benzoic acid (3-Isopropylsalicylic acid),3-Isopropylsalicylic acid,CC(C)C1=C(C(=CC=C1)C(=O)O)O
3-Hydroxyphenylacetic acid,3-Hydroxyphenylacetic acid,C1=CC(=CC(=C1)O)CC(=O)O
4-Hydroxyphenylacetic acid,4-Hydroxyphenylacetic acid,C1=CC(=CC=C1CC(=O)O)O
3-(3-Hydroxyphenyl)propanoic acid,3-Hydroxyphenylpropanoic acid,
3-(4-Hydroxyphenyl)propanoic acid,4-Hydroxyphenylpropanoic acid,
5-Fluoro-2-hydroxybenzoic acid (5-Fluorosalicylic acid),5-Fluorosalicylic acid,C1=CC(=C(C=C1F)C(=O)O)O
5-Chloro-2-hydroxybenzoic acid (5-Chlorosalicylic acid),5-Chlorosalicylic acid,C1=CC(=C(C=C1Cl)C(=O)O)O
6-Chloro-2-hydroxybenzoic acid (6-Chlorosalicylic acid),6-Chlorosalicylic acid,C1=CC(=C(C(=C1)Cl)C(=O)O)O
5-Bromo-2-hydroxybenzoic acid (5-Bromosalicylic acid),5-Bromosalicylic acid,C1=CC(=C(C=C1Br)C(=O)O)O
2-Hydroxy-5-iodobenzoic acid (5-Iodosalicylic acid),5-Iodosalicylic acid,C1=CC(=C(C=C1I)C(=O)O)O
2-Hydroxy-3-nitrobenzoic acid (3-Nitrosalicylic acid),3-Nitrosalicylic acid,C1=CC(=C(C(=C1)[N+](=O)[O-])O)C(=O)O
2-Hydroxy-4-nitrobenzoic acid (4-Nitrosalicylic acid),4-Nitrosalicylic acid,C1=CC(=C(C=C1[N+](=O)[O-])O)C(=O)O
2-Hydroxy-5-nitrobenzoic acid (5-Nitrosalicylic acid),5-Nitrosalicylic acid,C1=CC(=C(C=C1[N+](=O)[O-])C(=O)O)O
2-Hydroxy-6-nitrobenzoic acid (6-Nitrosalicylic acid),6-Nitrosalicylic acid,C1=CC(=C(C(=C1)O)C(=O)O)[N+](=O)[O-]
"2-Hydroxy-3,5-dinitrobenzoic acid (3,5-Dinitrosalicylic acid)","3,5-Dinitrosalicylic acid",C1=C(C=C(C(=C1C(=O)O)O)[N+](=O)[O-])[N+](=O)[O-]
2-Hydroxy-5-sulfobenzoic acid (5-Sulfosalicylic acid),5-Sulfosalicylic acid,C1=CC(=C(C=C1S(=O)(=O)O)C(=O)O)O
3-Bromo-2-hydroxy-5-sulfobenzoic acid (3-Bromo-5-sulfosalicylic acid),3-Bromo-5-sulfosalicylic acid,
2-Hydroxy-5-(4-sulfophenylazo)benzoic acid (3-Carboxy-4-hydroxy-4'-sulfoazobenzene),3-Carboxy-4-hydroxy-4'-sulfoazobenzene,
"2-Hydroxy-3,5-disulfobenzoic acid (3,5-Disulfosalicylic acid)","3,5-Disulfosalicylic acid",
2-Hydroxy-3-methoxybenzoic acid (3-Methoxysalicylic acid),3-Methoxysalicylic acid,COC1=CC=CC(=C1O)C(=O)O
2-Hydroxy-5-methoxybenzoic acid (5-Methoxysalicylic acid),5-Methoxysalicylic acid,COC1=CC(=C(C=C1)O)C(=O)O
4-Hydroxy-3-methoxyphenylacetic acid,4-Hydroxy-3-methoxyphenylacetic acid,COC1=C(C=CC(=C1)CC(=O)O)O
3-(4-Hydroxy-3-methoxyphenyl)propanoic acid,4-Hydroxy-3-methoxyphenylpropanoic acid,
N-(2-Hydroxybenzoyl)glycine (Salicyluric acid),Salicyluric acid,C1=CC=C(C(=C1)C(=O)NCC(=O)O)O
N-Formyl-L-tyrosine,N-Formyl-L-tyrosine,C1=CC(=CC=C1CC(C(=O)O)NC=O)O
N-Acetyl-DL-tyrosine,N-Acetyl-DL-tyrosine,CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O
L-Pyroglutamyl-L-tyrosine,L-Pyroglutamyl-L-tyrosine,
2-Hydroxy-5-cyanobenzoic acid (5-Cyanosalicylic acid),5-Cyanosalicylic acid,C1=CC(=C(C=C1C#N)C(=O)O)O
4-Amino-2-hydroxybenzoic acid (p-Aminosalicylic acid),p-Aminosalicylic acid,C1=CC(=C(C=C1N)O)C(=O)O
5-Amino-2-hydroxybenzoic acid (m-Aminosalicylic acid),m-Aminosalicylic acid,C1=CC(=C(C=C1N)C(=O)O)O
"2,6-Dicarboxyphenol (2-Hydroxyisophthalic acid)",2-Hydroxyisophthalic acid,C1=CC(=C(C(=C1)C(=O)O)O)C(=O)O
2-Hydroxybenzaldehyde (Salicylaldehyde),Salicylaldehyde,C1=CC=C(C(=C1)C=O)O
3-Hydroxybenzaldehyde,3-Hydroxybenzaldehyde,C1=CC(=CC(=C1)O)C=O
4-Hydroxybenzaldehyde,4-Hydroxybenzaldehyde,C1=CC(=CC=C1C=O)O
3-Chloro-2-hydroxybenzaldehyde (3-Chlorosalicylaldehyde),3-Chlorosalicylaldehyde,C1=CC(=C(C(=C1)Cl)O)C=O
4-Chloro-2-hydroxybenzaldehyde (4-Chlorosalicylaldehyde),4-Chlorosalicylaldehyde,C1=CC(=C(C=C1Cl)O)C=O
5-Chloro-2-hydroxybenzaldehyde (5-Chlorosalicylaldehyde),5-Chlorosalicylaldehyde,C1=CC(=C(C=C1Cl)C=O)O
6-Chloro-2-hydroxybenzaldehyde (6-Chlorosalicylaldehyde),6-Chlorosalicylaldehyde,C1=CC(=C(C(=C1)Cl)C=O)O
2-Hydroxy-3-nitrobenzaldehyde (3-Nitrosalicylaldehyde),3-Nitrosalicylaldehyde,C1=CC(=C(C(=C1)[N+](=O)[O-])O)C=O
2-Hydroxy-5-nitrobenzaldehyde (5-Nitrosalicylaldehyde),5-Nitrosalicylaldehyde,C1=CC(=C(C=C1[N+](=O)[O-])C=O)O
"2-Hydroxy-3,5-dinitrobenzaldehyde (3,5-Dinitrosalicylaldehyde)","3,5-Dinitrosalicylaldehyde",C1=C(C=C(C(=C1C=O)O)[N+](=O)[O-])[N+](=O)[O-]
2-Hydroxy-5-sulfobenzaldehyde (5-Sulfosalicylaldehyde),5-Sulfosalicylaldehyde,C1=CC(=C(C=C1S(=O)(=O)O)C=O)O
2-Hydroxy-3-methoxybenzaldehyde (o-Vanillin),o-Vanillin,COC1=CC=CC(=C1O)C=O
3-Hydroxy-4-methoxybenzaldehyde (Isovanillin),Isovanillin,COC1=C(C=C(C=C1)C=O)O
4-Hydroxy-3-methoxybenzaldehyde (Vanillin),Vanillin,COC1=C(C=CC(=C1)C=O)O
2-Acetylphenol (2-Hydroxyacetophenone),2-Hydroxyacetophenone,C1=CC=C(C=C1)C(=O)CO
3-Acetylphenol (3-Hydroxyacetophenone),3-Hydroxyacetophenone,CC(=O)C1=CC(=CC=C1)O
4-Acetylphenol (4-Hydroxyacetophenone),4-Hydroxyacetophenone,CC(=O)C1=CC=C(C=C1)O
2-Hydroxybenzoic acid methyl ester (Methyl salicylate),Methyl salicylate,COC(=O)C1=CC=CC=C1O
4-Thiocarbamylphenol,4-Thiocarbamylphenol,
2-Hydroxybenzoic acid amide (Salicylamide),Salicylamide,C1=CC=C(C(=C1)C(=O)N)O
L-Pyroglutamyl-L-tyrosyl-L-proline amide,L-Pyroglutamyl-L-tyrosyl-L-proline amide,
4-Amino-2-hydroxybenzoic acid amide (4-Aminosalicylamide),4-Aminosalicylamide,C1=CC(=C(C=C1N)O)C(=O)N
2-Hydroxybenzohydroxamic acid,2-Hydroxybenzohydroxamic acid,C1=CC=C(C(=C1)C(=O)NO)O
2-Methoxyphenol,2-Methoxyphenol,COC1=CC=CC=C1O
2-Methoxy-2-nitrosophenol,2-Methoxy-2-nitrosophenol,
3-Methoxyphenol,3-Methoxyphenol,COC1=CC=CC(=C1)O
4-Methoxyphenol,4-Methoxyphenol,COC1=CC=C(C=C1)O
3-Ethoxyphenol,3-Ethoxyphenol,CCOC1=CC=CC(=C1)O
"3,5-Diethoxyphenol","3,5-Diethoxyphenol",CCOC1=CC(=CC(=C1)O)OCC
"4-Nitro-2,6-(cyclo-2,5,8,11-tetraoxadodecane)phenol","cyclo-2,5,8,11-tetraoxadodecanephenol",
"4-Nitro-2,6-(cyclo-2,5,8,11,14-pentaoxapentadecane)phenol","cyclo-2,5,8,11,14-pentaoxapentadecanephenol",
2-Nitroso-5-(N-propyl-3-sulfopropylamino)phenol,N-propyl-3-sulfopropylaminophenol,
3-Hydroxyphenyltrimethylammonium (chloride),chloride,[Cl-]
4-Hydroxyphenyltrimethylammonium (chloride),chloride,[Cl-]
2-Hydroxybenzaldehyde oxime (Salicylaldoxime),Salicylaldoxime,C1=CC=C(C(=C1)C=NO)O
2-Hydroxy-5-sulfobenzaldehyde oxime (5-Sulfosalicylaldoxime),5-Sulfosalicylaldoxime,
"1,2-Dihydroxybenzene (Catechol)",Catechol,C1=CC=C(C(=C1)O)O
"1,3-Dihydroxybenzene (Resorcinol)",Resorcinol,C1=CC(=CC(=C1)O)O
"1,4-Dihydroxybenzene (Hydroquinone)",Hydroquinone,C1=CC(=CC=C1O)O
"1,2-Dihydroxy-4-methylbenzene (4-Methylcatechol)",4-Methylcatechol,CC1=CC(=C(C=C1)O)O
"1,2-Dihydroxy-4-(2-methyl-2-propyl)benzene (4-t-Butylcatechol)",4-t-Butylcatechol,CC(C)(C)C1=CC(=C(C=C1)O)O
"1,4-Dihydroxy-2-methylbenzene (Toluhydroquinone)",Toluhydroquinone,CC1=C(C=CC(=C1)O)O
"1,4-Dihydroxytetramethylbenzene (Durohydroquinone)",Durohydroquinone,CC1=C(C(=C(C(=C1O)C)C)O)C
"4-Cyano-1,2-dihydroxybenzene (4-Cyanocatechol)",4-Cyanocatechol,C1=CC(=C(C=C1C#N)O)O
"1,3-Dihydroxy-4-(phenylazo)benzene (2,4-Dihydroxyazobenzene)","2,4-Dihydroxyazobenzene",C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)O)O
"4-Chloro-1,2-dihydroxybenzene (4-Chlorocatechol)",4-Chlorocatechol,C1=CC(=C(C=C1Cl)O)O
"4,5-Dichloro-1,2-dihydroxybenzene (4,5-Dichlorocatechol)","4,5-Dichlorocatechol",C1=C(C(=CC(=C1Cl)Cl)O)O
